-8.289532274322414240e-03,-8.046386570246821107e-03,-3.757952199176631085e-03,9.054045851776370071e-03,-1.218484044075012207e+00
-1.737146535822068488e-02,1.311530967307240197e-02,-4.489874625422048959e-01,1.037962624914668286e+00,-2.994760036468505859e+00
-5.715277273388488788e-02,1.049187114511205277e-01,-1.536014043629251091e+00,3.527644996458747961e+00,-4.328819513320922852e-01
-2.871484959539071999e-03,3.606795470500268400e-03,-8.291594055719629652e-03,5.143856183253765063e-03,-1.351284146308898926e+00
-1.313861088276933181e-02,2.718134971711451409e-02,-5.035117137596032411e-01,1.160976017852723974e+00,-2.583612203598022461e+00
-5.208417182114989663e-02,1.169468723611636063e-01,-1.440250042562952748e+00,3.307330369662737191e+00,4.836683571338653564e-01
9.569416545603693161e-03,-1.702352035525218910e-03,2.183380972641533677e-03,-5.344620488017104605e-03,2.112731695175170898e+00
2.517143662619332131e-02,-3.825988358699752845e-02,7.754409572047791244e-01,-1.802702006148222402e+00,5.417614709585905075e-03
5.599239129518371327e-02,-1.087234447892707623e-01,7.670191806844939286e-01,-1.735543127438809341e+00,-2.697571277618408203e+00
6.690644576431672985e-02,-1.323565250431348039e-01,-2.163882727086285929e-01,5.130971316381407465e-01,-3.645690977573394775e-01
5.598751796201743153e-02,-1.094956763586130422e-01,-3.298214661750664689e-01,6.329359486993916262e-01,1.232992410659790039e+00
5.219411853877370389e-02,-1.087139692560180337e-01,1.380968981367807769e-01,-5.757839326964134807e-01,1.988614559173583984e+00
7.240703267077143457e-02,-1.672775699001690375e-01,8.694087575173914395e-01,-2.332743129970066498e+00,-2.325679540634155273e+00
6.143933900845492679e-05,-4.693636637525143082e-03,-3.626753503938431704e-03,-9.001827724357241295e-03,-2.781770467758178711e+00
-2.050532334888253636e-02,4.274433813592137116e-02,-1.021353314578869576e+00,2.354392595067639871e+00,-1.788072437047958374e-01
-6.233353063489138757e-02,1.375850474438769511e-01,-1.071403444165995644e+00,2.404850672910543441e+00,7.593745589256286621e-01
-5.081106949318721019e-03,-1.379670086876434373e-03,-1.024009280812422998e-03,-5.193420611259165487e-03,9.055386781692504883e-01
1.527144595681872129e-03,-1.715550783970951065e-02,3.304243950939162455e-01,-7.752961317072082359e-01,-3.023439943790435791e-01
1.242938390946458915e-02,-4.223211505517342201e-02,2.157198369124030124e-01,-4.880484768430497500e-01,2.574569225311279297e+00
3.995241950082721594e-02,-1.061951517442357856e-01,1.156919196935476180e+00,-2.686259821915596202e+00,1.382848262786865234e+00
-9.428873956167978937e-03,-6.879528154104783827e-03,2.049666595884177406e-04,6.900870551536071942e-03,7.131185477250435722e-01
-4.169519721447995965e-03,-1.900935141292019875e-02,2.619481664558040990e-01,-6.066865498679435698e-01,-5.234974474619235041e-01
2.403358522439670922e-03,-3.382417404136719985e-02,6.782200273458120765e-02,-1.440877468966169361e-01,2.230618178955017239e+00
2.154004239237683471e-02,-7.847722114942726201e-02,8.861617175083338349e-01,-2.067171278523501243e+00,9.249411362390225211e-01
6.352991034152953576e-02,-1.756826492278290019e-01,1.212764961056848723e+00,-2.797335815215155286e+00,3.220679032944926967e-01
-6.342949376578417391e-03,4.250309973257881263e-03,-5.746625977754327153e-03,2.815333985524304250e-03,9.358643664826238329e-01
